ID,TimeStamp,Temperature,RelativeHumidity,Light,OxygenLevels,HumidityRatio,GTOccupancy
6429,09-02-15 4:59,19.29,26.79,0,465,0.003702057,0
2568,06-02-15 12:38,21.73,20.29,489,799,0.003257076,1
3974,07-02-15 12:04,22.89,17.6,337.2,457,0.003030803,0
2255,06-02-15 7:25,20.29,18.5,0,433,0.002715832,0
2853,06-02-15 17:23,21.7,21.525,438,883.25,0.003450059,1
1495,05-02-15 18:45,21.29,21.945,0,650,0.003430059,0
40,04-02-15 18:29,22.6,27.42666667,0,658,0.004652699,0
156,04-02-15 20:25,21.7,26.79,0,521,0.004299774,0
384,05-02-15 0:14,21.29,25.2,0,457,0.003942048,0
4986,08-02-15 4:56,19.34,31.5,0,433.5,0.004371166,0
3058,06-02-15 20:48,20.2,19.2,0,452,0.002803345,0
5546,08-02-15 14:16,20.7,26.35666667,130,423,0.003976352,0
3792,07-02-15 9:02,19.575,19.6,67.75,455,0.002752757,0
1218,05-02-15 14:08,22.2675,25.865,464,784.5,0.004297534,0
3969,07-02-15 11:58,22.85666667,17.6,334,455.6666667,0.003024658,0
5820,08-02-15 18:49,19.29,27.6,0,426,0.003814675,0
6571,09-02-15 7:21,19.39,25.89,0,473,0.003599442,0
3283,07-02-15 0:33,20,18.7,0,439,0.002696288,0
2755,06-02-15 15:45,22.1,21.06666667,479,870,0.003460116,1
4261,07-02-15 16:51,20.7,20.39,14,441,0.003071733,0
6753,09-02-15 10:23,20.79,31.96333333,441,1167,0.004855829,1
5806,08-02-15 18:36,19.39,27.39,0,422.5,0.003809261,0
1161,05-02-15 13:11,22.745,26,22,963.25,0.004448207,0
1676,05-02-15 21:46,20.7,20.39,0,461,0.003071733,0
738,05-02-15 6:08,20.89,23.29,0,448.5,0.003552629,0
5185,08-02-15 8:15,19.26,31.16666667,14,436.6666667,0.004302947,0
713,05-02-15 5:43,20.89,23.5,0,440.5,0.003584847,0
5391,08-02-15 11:41,19.1,31,18.5,435,0.004237014,0
6894,09-02-15 12:43,21.39,33.9,489,1340,0.005347585,1
6134,09-02-15 0:04,19.5,27,0,458,0.003780633,0
3035,06-02-15 20:25,20.29,19.2,0,465.5,0.002819058,0
6108,08-02-15 23:38,19.5,27.2,0,454.3333333,0.00380881,0
5102,08-02-15 6:52,19.245,31.445,0,431,0.004337559,0
7526,09-02-15 23:16,20.39,33,0,540.5,0.004891455,0
7297,09-02-15 19:27,20.79,35.7,0,1152.5,0.005428453,0
648,05-02-15 4:38,20.89,24,0,438,0.003661569,0
1799,05-02-15 23:49,20.29,21.29,0,443,0.003127468,0
7433,09-02-15 21:42,20.5,33.59,0,653.5,0.005013811,0
2313,06-02-15 8:23,20.89,19.63333333,423.6666667,585.3333333,0.002992162,1
7315,09-02-15 19:45,20.7,35.29,0,1060.5,0.005335658,0
208,04-02-15 21:17,21.5,26,0,500.6666667,0.00412105,0
3384,07-02-15 2:13,19.89,18.89,0,437,0.002705218,0
786,05-02-15 6:55,20.76,22.79,0,458.3333333,0.003448077,0
5742,08-02-15 17:31,19.39,27.2,14,419,0.003782676,0
485,05-02-15 1:54,21.1,25.06666667,0,439,0.003875316,0
5085,08-02-15 6:35,19.2,31.5,0,435,0.004332945,0
5538,08-02-15 14:08,20.625,26.39,145,418.6666667,0.003962936,0
241,04-02-15 21:51,21.445,25.745,0,487.25,0.004066556,0
1784,05-02-15 23:34,20.39,21.29,0,441,0.003146948,0
4161,07-02-15 15:10,21.89,18.1,69.75,437,0.002932538,0
5087,08-02-15 6:36,19.2,31.5,0,435,0.004332945,0
2592,06-02-15 13:01,21.55,20,61.5,733,0.003174952,0
6058,08-02-15 22:47,19.5,27.745,0,451.5,0.003885603,0
2529,06-02-15 11:58,21.7,20.32,491.5,795.75,0.003255909,1
6771,09-02-15 10:40,21,32.4,444,1262,0.004987213,1
1855,06-02-15 0:45,20.2,20.79,0,442,0.00303663,0
6634,09-02-15 8:23,19.5,26.79,0,467.5,0.003751051,0
7429,09-02-15 21:39,20.5,33.59,0,663,0.005013811,0
259,04-02-15 22:08,21.39,25.7,0,485,0.004045656,0
6977,09-02-15 14:06,21.39,33.545,475.25,1176.5,0.005291109,1
1336,05-02-15 16:06,22.39,26.69666667,444,1078,0.004470133,1
4247,07-02-15 16:37,20.815,20,7,438.75,0.003034212,0
3379,07-02-15 2:09,19.89,18.89,0,438,0.002705218,0
4096,07-02-15 14:06,22.6,17.1,151,442.25,0.002892722,0
3993,07-02-15 12:23,23,17.5,310,449.5,0.003033738,0
1842,06-02-15 0:32,20.1,21.06666667,0,444.6666667,0.003058167,0
1447,05-02-15 17:57,22.025,23.945,433,853.25,0.003917793,1
3484,07-02-15 3:53,19.79,19.29,0,440,0.002745599,0
6438,09-02-15 5:08,19.39,26.745,0,467,0.003719022,0
2125,06-02-15 5:15,20.34,18.7,0,425.5,0.002753854,0
2089,06-02-15 4:38,20.5,18.7,0,434,0.002781317,0
229,04-02-15 21:39,21.445,25.745,0,492.5,0.004066556,0
3394,07-02-15 2:23,19.89,18.89,0,437,0.002705218,0
3853,07-02-15 10:02,21.1,18.66666667,270.3333333,463,0.00288129,0
4791,08-02-15 1:40,19.5,30.2,0,439,0.004231757,0
6150,09-02-15 0:20,19.5,27,0,462,0.003780633,0
3160,06-02-15 22:30,20,18.89,0,441,0.002723803,0
538,05-02-15 2:48,21.05,24.84,0,435.5,0.003828207,0
1677,05-02-15 21:47,20.745,20.39,0,458.5,0.003080302,0
5643,08-02-15 15:53,19.89,26.5,33.5,422.5,0.0038017,0
5495,08-02-15 13:25,20.7225,27.84,231.5,420.5,0.004207517,0
5436,08-02-15 12:26,19.7,30.2,72.75,425.5,0.004285039,0
6105,08-02-15 23:35,19.5,27.29,0,450,0.00382149,0
4208,07-02-15 15:58,21.29,19.1,48,439,0.002983245,0
3147,06-02-15 22:17,20,18.89,0,434,0.002723803,0
1210,05-02-15 13:59,22.29,25.96333333,454,801,0.004319939,1
4595,07-02-15 22:25,19.79,27.79,0,439,0.003963136,0
7386,09-02-15 20:55,20.5,34.09,0,772.6666667,0.005089054,0
2971,06-02-15 19:21,20.63333333,19.32333333,0,523.6666667,0.002898301,0
6028,08-02-15 22:18,19.5,27.7,0,455.5,0.003879261,0
5443,08-02-15 12:33,19.7,30.2,71.5,434,0.004285039,0
7168,09-02-15 17:18,22.1,39.09,433,2017.25,0.006451078,1
797,05-02-15 7:07,20.7,22.7,0,453.5,0.003421646,0
3829,07-02-15 9:39,20.65,18.945,199,457.5,0.002844229,0
6370,09-02-15 4:00,19.34,26.7,0,465,0.00370112,0
6473,09-02-15 5:43,19.42666667,26.85666667,0,464.3333333,0.003743225,0
1757,05-02-15 23:06,20.5,21.29,0,448,0.003168499,0
410,05-02-15 0:40,21.15,25.39,0,453.5,0.003937767,0
465,05-02-15 1:34,21.2,25.1,0,442,0.00390455,0
5617,08-02-15 15:27,20.1,26.29,34.66666667,422.3333333,0.003821076,0
2333,06-02-15 8:43,20.865,19.7675,433,621.25,0.003008055,1
6079,08-02-15 23:09,19.5,27.7,0,453,0.003879261,0
3589,07-02-15 5:38,19.79,19.29,0,438.6666667,0.002745599,0
3295,07-02-15 0:45,20,18.7,0,434,0.002696288,0
7603,10-02-15 0:33,20.32333333,33,0,483.5,0.004871194,0
706,05-02-15 5:36,20.89,23.445,0,448.5,0.003576408,0
5260,08-02-15 9:29,19.29,30.89,36,435.25,0.004272519,0
2424,06-02-15 10:14,21.39,21.2,453,841,0.003333476,1
3575,07-02-15 5:25,19.79,19.29,0,446,0.002745599,0
6712,09-02-15 9:42,20.5,31.1225,433,929.25,0.00464275,1
529,05-02-15 2:38,21.03333333,24.92666667,0,437,0.00383769,0
5006,08-02-15 5:16,19.245,31.7,0,434.5,0.004372981,0
1240,05-02-15 14:30,22.2,27.5,429,910,0.004552304,1
4207,07-02-15 15:56,21.32333333,19.03333333,48,440.3333333,0.002978895,0
7639,10-02-15 1:08,20.29,32.95,0,475,0.004853669,0
1265,05-02-15 14:55,22.39,28.2925,543,1067.75,0.004739378,1
6379,09-02-15 4:08,19.39,26.7,0,467,0.003712727,0
6620,09-02-15 8:10,19.5,26.625,0,470.6666667,0.00372781,0
202,04-02-15 21:11,21.5,26.1,0,504.5,0.004137006,0
6007,08-02-15 21:56,19.5,27.6,0,447.5,0.00386517,0
5583,08-02-15 14:53,20.29,26.2,79.75,426.25,0.003853207,0
6530,09-02-15 6:40,19.29,26.39,0,469,0.003646457,0
1916,06-02-15 1:46,20.5,19.89,0,441,0.002959152,0
6504,09-02-15 6:14,19.5,26.5,0,470,0.003710204,0
6099,08-02-15 23:29,19.5,27.39,0,450.3333333,0.003835579,0
5457,08-02-15 12:47,20,29.7225,288.5,425.75,0.004296562,0
7057,09-02-15 15:27,21.945,37.45,444,1757.75,0.006119044,1
6203,09-02-15 1:13,19.39,27.1,0,459,0.003768685,0
3567,07-02-15 5:17,19.79,19.29,0,437.5,0.002745599,0
35,04-02-15 18:24,22.7,27.6,0,670,0.004711047,0
869,05-02-15 8:19,21.2,23.79,419,640.5,0.003699555,1
38,04-02-15 18:28,22.6,27.35666667,0,658,0.004640736,0
5226,08-02-15 8:55,19.23,31.2,9.333333333,433.3333333,0.004299481,0
5003,08-02-15 5:12,19.2,31.6,0,435,0.004346797,0
7364,09-02-15 20:34,20.5,34.5,0,865,0.005150767,0
7661,10-02-15 1:31,20.29,33,0,470,0.004861092,0
6230,09-02-15 1:40,19.39,27.2,0,464.5,0.003782676,0
7734,10-02-15 2:44,20.29,32.9,0,454,0.004846247,0
5033,08-02-15 5:43,19.29,31.5,0,428.3333333,0.004357482,0
7010,09-02-15 14:39,21.7,35.345,464,1441,0.005685396,1
6181,09-02-15 0:51,19.39,26.79,0,458,0.003725317,0
3194,06-02-15 23:04,20,18.745,0,440.5,0.002702804,0
5709,08-02-15 16:59,19.4175,27.075,6,421,0.003771676,0
2562,06-02-15 12:32,21.745,20.39,484,820.75,0.003276231,1
2858,06-02-15 17:28,21.7,21.516,441.4,872.75,0.003448608,1
5975,08-02-15 21:24,19.5,27.6,0,446,0.00386517,0
4362,07-02-15 18:32,20.29,22.79,0,435,0.003349002,0
116,04-02-15 19:46,21.92666667,27.1,0,555,0.004410954,0
1057,05-02-15 11:26,22.16666667,26.85666667,444,1077,0.004435966,1
3164,06-02-15 22:34,20.1,18.89,0,437,0.002740796,0
2721,06-02-15 15:10,22.2,21.575,512.75,910.75,0.003565866,1
7483,09-02-15 22:33,20.5,33.2,0,583.5,0.004955134,0
5669,08-02-15 16:19,19.63333333,26.73,31,426,0.003773932,0
2205,06-02-15 6:35,20.29,18.65,0,438,0.002737949,0
4500,07-02-15 20:50,19.89,26.1,0,445.5,0.003743971,0
5793,08-02-15 18:23,19.29,27.5,0,428.5,0.00380077,0
4311,07-02-15 17:41,20.5,21.39,0,439,0.003183458,0
7605,10-02-15 0:35,20.29,33,0,482,0.004861092,0
954,05-02-15 9:43,22.1,26.1,466.5,1035,0.004292526,1
3830,07-02-15 9:40,20.7,18.9175,215,454.5,0.002848886,0
1738,05-02-15 22:47,20.55,21.1,0,454,0.00314983,0
2916,06-02-15 18:26,21.29,20.39333333,0,704.3333333,0.003186287,0
1416,05-02-15 17:25,22.245,24.89,433,940.75,0.004128762,1
7766,10-02-15 3:16,20.29,32.9,0,450.5,0.004846247,0
6480,09-02-15 5:50,19.39,26.76,0,461,0.00372112,0
3004,06-02-15 19:53,20.5,19.245,0,483,0.00286275,0
1025,05-02-15 10:54,22.025,26.315,463,1039,0.004308249,1
1731,05-02-15 22:40,20.6,21.1,0,455,0.003159606,0
4536,07-02-15 21:26,19.89,26.79,0,443,0.003843561,0
3901,07-02-15 10:51,22.1,17.96333333,335.3333333,464.6666667,0.00294799,0
841,05-02-15 7:51,20.89,23.29,396,515,0.003552629,1
446,05-02-15 1:15,21.15,25.245,0,449.5,0.003915138,0
6143,09-02-15 0:13,19.5,27.05,0,456.5,0.003787677,0
2341,06-02-15 8:51,20.865,19.7675,433,637.5,0.003008055,1
4306,07-02-15 17:36,20.5,21.39,0,437.25,0.003183458,0
5376,08-02-15 11:25,19.1,30.89,14,426.5,0.004221877,0
1536,05-02-15 19:25,21.15,20.245,0,539,0.0031358,0
224,04-02-15 21:34,21.4725,25.865,0,493.75,0.004092568,0
3781,07-02-15 8:51,19.66666667,19.46333333,42.33333333,456.3333333,0.002749158,0
5310,08-02-15 10:20,19.34,30.6,24,430,0.004245423,0
2300,06-02-15 8:10,20.7,19.575,419,535.75,0.002948372,1
7957,10-02-15 6:27,20.2,33.09,0,456,0.004847194,0
4093,07-02-15 14:03,22.6,17.175,163,445.75,0.002905468,0
6084,08-02-15 23:13,19.5,27.7,0,447.6666667,0.003879261,0
3783,07-02-15 8:53,19.65,19.4725,48,452.5,0.0027476,0
3238,06-02-15 23:48,20.1,18.79,0,439,0.002726223,0
985,05-02-15 10:14,22.1,26.66666667,454,1048,0.00438638,1
5365,08-02-15 11:15,19.2,30.625,7,435.5,0.004211771,0
7895,10-02-15 5:25,20.15,33,0,443.5,0.004818864,0
6468,09-02-15 5:38,19.5,26.79,0,459,0.003751051,0
3916,07-02-15 11:06,22.29,17.84,353,453.5,0.002961892,0
7190,09-02-15 17:39,22.15,38.425,433,1917.5,0.006359759,1
7767,10-02-15 3:16,20.29,32.9,0,452.5,0.004846247,0
3692,07-02-15 7:21,19.65,19.34,0,443,0.002728822,0
7698,10-02-15 2:08,20.29,32.96666667,0,460,0.004856144,0
7896,10-02-15 5:25,20.1,33,0,442,0.004803862,0
6980,09-02-15 14:10,21.39,33.7225,484,1198.25,0.005319346,1
6632,09-02-15 8:22,19.5,26.7,0,474,0.003738374,0
7266,09-02-15 18:55,21.2,36.2,0,1335.5,0.00564694,0
4364,07-02-15 18:34,20.29,22.89,0,438.5,0.003363776,0
7376,09-02-15 20:45,20.5,34.2,0,796,0.00510561,0
2949,06-02-15 18:59,20.89,19.745,0,578.5,0.003009263,0
6891,09-02-15 12:40,21.4175,34.0225,467.75,1365.25,0.005376206,1
2843,06-02-15 17:12,21.79,21.7,441,910,0.003497558,1
3813,07-02-15 9:23,20.2,19.2,141.6,461.75,0.002803345,0
30,04-02-15 18:20,22.745,27.5,0,670,0.004706776,0
7206,09-02-15 17:55,22.1,37.975,433,1839.25,0.006265215,1
2570,06-02-15 12:40,21.7,20.2675,511,797.25,0.003247453,1
746,05-02-15 6:16,20.89,23.15,0,448.5,0.003531152,0
5496,08-02-15 13:25,20.7,27.815,82,423.5,0.004197851,0
3414,07-02-15 2:44,19.89,19,0,441,0.00272104,0
5570,08-02-15 14:39,20.39,26.2,68,425.75,0.003877236,0
238,04-02-15 21:48,21.5,25.79,0,493,0.004087546,0
5568,08-02-15 14:38,20.39,26.2,108,428.25,0.003877236,0
4562,07-02-15 21:52,19.79,27.29,0,437,0.003891385,0
6906,09-02-15 12:55,21.5,33.59,489,1307,0.005334397,1
5452,08-02-15 12:42,19.7225,30,241,428.25,0.004262457,0
3161,06-02-15 22:31,20,18.89,0,439,0.002723803,0
5844,08-02-15 19:14,19.29,27.7,0,430.3333333,0.003828582,0
1313,05-02-15 15:42,22.5,27.2225,476.5,1074,0.004589637,1
172,04-02-15 20:42,21.6,26.55,0,515.5,0.004234832,0
1993,06-02-15 3:03,20.53333333,19.1,0,433.3333333,0.002846958,0
7572,10-02-15 0:02,20.39,33,0,500.5,0.004891455,0
1985,06-02-15 2:55,20.5,19.2,0,429,0.002856025,0
6395,09-02-15 4:25,19.29,26.79,0,469,0.003702057,0
4911,08-02-15 3:40,19.445,31,0,434.5,0.004329699,0
2140,06-02-15 5:30,20.39,18.7,0,430.3333333,0.002762411,0
3036,06-02-15 20:25,20.29,19.2,0,461.5,0.002819058,0
2622,06-02-15 13:32,21.5,19.5,500.6666667,668.6666667,0.003085676,1
7699,10-02-15 2:09,20.29,32.93333333,0,459,0.004851195,0
7179,09-02-15 17:29,22.175,38.9725,328,1986.5,0.006461252,1
97,04-02-15 19:27,22.1,27.2,0,580,0.004474738,0
4046,07-02-15 13:15,23.075,16.945,259,443.5,0.002950495,0
1479,05-02-15 18:29,21.56666667,23.5,0,746.6666667,0.003737738,0
4703,08-02-15 0:13,19.5,29.7,0,441.6666667,0.004161226,0
7826,10-02-15 4:15,20.2,32.9,0,443,0.004819147,0
5703,08-02-15 16:53,19.4725,27,24,423.25,0.003774134,0
5370,08-02-15 11:19,19.15,30.7675,22,429.5,0.004218243,0
2907,06-02-15 18:16,21.445,20.6,0,738.5,0.00324963,0
449,05-02-15 1:19,21.2,25.2,0,446,0.003920204,0
3634,07-02-15 6:23,19.7,19.39,0,447,0.002744454,0
6795,09-02-15 11:05,21.1,33.12666667,458,1379.333333,0.005131676,1
6247,09-02-15 1:57,19.39,27.1,0,468.5,0.003768685,0
7136,09-02-15 16:46,22.1,38.7675,436.5,1962.25,0.006397308,1
7573,10-02-15 0:03,20.39,32.96666667,0,500.3333333,0.004886475,0
5898,08-02-15 20:08,19.39,27.6,0,440.3333333,0.003838647,0
3612,07-02-15 6:02,19.7,19.39,0,439,0.002744454,0
4346,07-02-15 18:16,20.29,22.34,0,438.5,0.003282525,0
564,05-02-15 3:14,20.89,24.89,0,428,0.003798181,0
5442,08-02-15 12:32,19.65,30.15,68,427.5,0.004264542,0
6445,09-02-15 5:15,19.445,26.745,0,464.5,0.003731848,0
1402,05-02-15 17:12,22.245,25.55,433,1002,0.004238989,1
2589,06-02-15 12:59,21.6,20,66.5,751.75,0.003184732,0
5563,08-02-15 14:32,20.5,26.26,63.33333333,425.6666667,0.003912816,0
3110,06-02-15 21:40,20.2,18.92666667,0,444,0.002763259,0
7966,10-02-15 6:36,20.15,33.09,0,446,0.004832109,0
6931,09-02-15 13:21,21.29,33.06,22,1197.666667,0.005181835,0
7094,09-02-15 16:04,22,38.3975,438,1909.75,0.006296727,1
1544,05-02-15 19:34,21.2,19.96333333,0,522,0.003101507,0
2318,06-02-15 8:28,20.89,19.63333333,428.3333333,595.3333333,0.002992162,1
6630,09-02-15 8:19,19.5,26.7,0,477.5,0.003738374,0
5866,08-02-15 19:36,19.29,27.6,0,435,0.003814675,0
2602,06-02-15 13:12,21.39,19.89,81.25,688.75,0.003126457,0
6953,09-02-15 13:43,21.2,32.9,454,1117.333333,0.00512792,1
5729,08-02-15 17:19,19.39,27.1,10,425.5,0.003768685,0
2178,06-02-15 6:08,20.2,18.79,0,434,0.002743218,0
5342,08-02-15 10:52,19.2675,30.575,26.5,428.25,0.004222691,0
894,05-02-15 8:44,21.32333333,24.29,434,737,0.003806647,1
2251,06-02-15 7:21,20.29,18.5,0,439,0.002715832,0
1537,05-02-15 19:27,21.1,20.03333333,0,532.3333333,0.003093291,0
288,04-02-15 22:38,21.29,25.7,0,478,0.004020769,0
4910,08-02-15 3:40,19.445,31,0,436.5,0.004329699,0
1247,05-02-15 14:37,22.2,28.1,451,970.6666667,0.00465237,1
2452,06-02-15 10:41,21.5,20.725,509,839,0.003280543,1
2024,06-02-15 3:34,20.55,19,0,434,0.002834911,0
6856,09-02-15 12:06,21.5,33.79333333,464,1460.333333,0.005366967,1
7311,09-02-15 19:40,20.7,35.5,0,1081,0.005367683,0
7888,10-02-15 5:18,20.15,33,0,451.5,0.004818864,0
7373,09-02-15 20:43,20.5,34.29,0,814.5,0.005119156,0
4596,07-02-15 22:25,19.79,27.79,0,438,0.003963136,0
6110,08-02-15 23:39,19.5,27.2,0,457.6666667,0.00380881,0
3487,07-02-15 3:56,19.79,19.29,0,437.5,0.002745599,0
2454,06-02-15 10:44,21.6,21.0225,499,840,0.003348428,1
5152,08-02-15 7:41,19.2,31.2,0,431,0.004291395,0
702,05-02-15 5:31,20.89,23.5,0,445.3333333,0.003584847,0
6816,09-02-15 11:25,21.29,33.2,500.25,1417.25,0.005203962,1
2771,06-02-15 16:01,22.01666667,21.01166667,478.6,864.6,0.003433446,1
1711,05-02-15 22:21,20.55,20.89,0,446,0.003118323,0
983,05-02-15 10:13,22.15,26.6,449.5,1043,0.004388782,1
5441,08-02-15 12:30,19.625,30.125,54.5,426.25,0.004254325,0
3507,07-02-15 4:17,19.84,19.29,0,444,0.002754166,0
3436,07-02-15 3:06,19.89,19.05,0,436.5,0.002728232,0
6638,09-02-15 8:28,19.5,26.79,0,469,0.003751051,0
4539,07-02-15 21:29,19.89,26.79,0,438,0.003843561,0
3984,07-02-15 12:14,22.9175,17.6,298.75,453,0.003035881,0
7958,10-02-15 6:28,20.1,33.09,0,448,0.004817065,0
327,04-02-15 23:17,21.2,25.5,0,467.3333333,0.003967171,0
3523,07-02-15 4:33,19.79,19.29,0,443,0.002745599,0
3660,07-02-15 6:49,19.79,19.2,0,450,0.002732733,0
6339,09-02-15 3:29,19.39,26.79,0,467,0.003725317,0
8108,10-02-15 8:57,20.6,33.8725,412,521.25,0.005087861,1
6760,09-02-15 10:30,20.89,32.2,444,1199,0.004922506,1
484,05-02-15 1:53,21.1,25.1,0,441.5,0.003880502,0
4278,07-02-15 17:08,20.6,20.7,0,440,0.00309941,0
5169,08-02-15 7:59,19.23,31.13333333,0,432,0.004290231,0
909,05-02-15 8:58,21.5,24.39,457.3333333,782.3333333,0.003864276,1
4876,08-02-15 3:06,19.39,31.1,0,435,0.00432882,0
3027,06-02-15 20:17,20.39,19.1,0,458.5,0.002821768,0
7095,09-02-15 16:05,22,38.345,438,1911,0.00628803,1
3105,06-02-15 21:35,20.2,18.945,0,440.5,0.002765948,0
3497,07-02-15 4:07,19.79,19.35666667,0,438.6666667,0.00275513,0
2353,06-02-15 9:03,20.89,19.79,436.5,648,0.003016154,1
3225,06-02-15 23:35,20,18.79,0,434,0.002709321,0
462,05-02-15 1:32,21.2,25.1,0,441,0.00390455,0
3347,07-02-15 1:37,19.89,18.79,0,444,0.002690836,0
5973,08-02-15 21:23,19.5,27.55,0,447,0.003858124,0
7163,09-02-15 17:12,22.1,39,433,2010.333333,0.006436072,1
2716,06-02-15 15:06,22.2,21.5,513.5,896,0.0035534,1
201,04-02-15 21:10,21.5,26.1,0,500,0.004137006,0
235,04-02-15 21:45,21.39,25.7,0,484,0.004045656,0
294,04-02-15 22:44,21.29,25.7,0,478,0.004020769,0
1000,05-02-15 10:30,22,26.23,469,1021.666667,0.004287649,1
2912,06-02-15 18:22,21.39,20.5,0,719,0.003222838,0
7900,10-02-15 5:30,20.1,33.03,0,451.3333333,0.004808263,0
6826,09-02-15 11:36,21.32333333,33.16333333,479,1441,0.005208892,1
4683,07-02-15 23:53,19.7,29.39,0,438,0.004169338,0
7803,10-02-15 3:53,20.2,32.9,0,447,0.004819147,0
1793,05-02-15 23:43,20.32333333,21.29,0,449.3333333,0.003133949,0
108,04-02-15 19:38,22,27.1,0,570,0.004430876,0
7575,10-02-15 0:04,20.39,32.9,0,498,0.004876516,0
416,05-02-15 0:46,21.1,25.5,0,451,0.003942734,0
5184,08-02-15 8:13,19.245,31.1,7,438.5,0.004289641,0
7176,09-02-15 17:25,22.1,38.86,433,1998.333333,0.00641273,1
7437,09-02-15 21:47,20.5,33.5,0,645,0.005000269,0
5192,08-02-15 8:22,19.245,31.15,14,437.25,0.004296585,0
1596,05-02-15 20:25,21.2,19.39,0,477.5,0.003012003,0
843,05-02-15 7:53,20.89,23.29,396,526,0.003552629,1
4728,08-02-15 0:38,19.6,29.79,0,430,0.004200122,0
6310,09-02-15 3:00,19.445,26.7,0,468.5,0.003725531,0
1659,05-02-15 21:29,20.89,20.1,0,467,0.003063633,0
7975,10-02-15 6:45,20.2,33.09,0,453.5,0.004847194,0
2934,06-02-15 18:43,21,19.945,0,624,0.003060627,0
2311,06-02-15 8:21,20.865,19.65,419,579.5,0.002990089,1
4797,08-02-15 1:46,19.5,30.39,0,433,0.004258563,0
3453,07-02-15 3:23,19.79,19.1,0,436,0.002718438,0
960,05-02-15 9:49,22.075,26.2225,454,1026.5,0.0043062,1
6118,08-02-15 23:48,19.5,27.2,0,450.5,0.00380881,0
1512,05-02-15 19:01,21.2,21.35666667,0,599,0.003319131,0
806,05-02-15 7:15,20.7,22.6,0,454.6666667,0.003406491,0
6895,09-02-15 12:45,21.4725,33.925,496.5,1347,0.005378914,1
2349,06-02-15 8:58,20.9175,19.79,433,650.5,0.003021285,1
2222,06-02-15 6:52,20.29,18.65,0,433.5,0.002737949,0
1870,06-02-15 1:00,20.29,20.7,0,442,0.003040374,0
275,04-02-15 22:25,21.34,25.7,0,482,0.004033195,0
5773,08-02-15 18:03,19.29,27.29,0,428,0.00377157,0
3512,07-02-15 4:21,19.79,19.29,0,441,0.002745599,0
1364,05-02-15 16:34,22.39,26.32333333,444,1060.333333,0.004407179,1
5419,08-02-15 12:08,19.365,30.675,81.5,435.75,0.004262574,0
2884,06-02-15 17:54,21.7,21.08,433,805.75,0.003378346,1
7624,10-02-15 0:53,20.34,33,0,479.5,0.004876252,0
4839,08-02-15 2:29,19.39,30.89,0,434,0.004299388,0
3997,07-02-15 12:27,23.03333333,17.42666667,318.3333333,457,0.003027094,0
6262,09-02-15 2:12,19.39,26.89,0,471,0.003739306,0
1984,06-02-15 2:54,20.39,19.2,0,426,0.002836609,0
7092,09-02-15 16:01,22,38.29666667,429,1895.666667,0.006280024,1
7925,10-02-15 5:55,20.1,33.09,0,448,0.004817065,0
4625,07-02-15 22:54,19.7,28.65,0,436,0.004063674,0
2830,06-02-15 16:59,21.7675,21.745,444,951,0.003500009,1
871,05-02-15 8:21,21.29,23.865,422.5,650.75,0.00373196,1
1264,05-02-15 14:54,22.39,28.39,532,1054,0.004755836,1
4160,07-02-15 15:10,21.89,18.1,57,439.3333333,0.002932538,0
850,05-02-15 7:59,21,23.6,412.2,553.25,0.003624768,1
2559,06-02-15 12:29,21.76,20.39,479,820.3333333,0.003279251,1
7097,09-02-15 16:07,22,38.47,438,1932.25,0.006308737,1
7270,09-02-15 19:00,21.1,36.2,0,1303,0.005612064,0
1546,05-02-15 19:36,21.2,19.945,0,522.6666667,0.003098645,0
7428,09-02-15 21:38,20.5,33.59,0,667,0.005013811,0
1019,05-02-15 10:49,22.075,26.29,444.25,1022,0.004317361,1
6847,09-02-15 11:57,21.4175,33.5675,464,1470.5,0.005303694,1
963,05-02-15 9:53,22.1,26.29,457.75,1031,0.004323991,1
544,05-02-15 2:54,21,24.82333333,0,441.3333333,0.003813814,0
7335,09-02-15 20:05,20.6,35.09,0,977,0.005272288,0
7368,09-02-15 20:38,20.55,34.4,0,839,0.005151711,0
4623,07-02-15 22:53,19.7,28.6,0,440,0.004056536,0
2468,06-02-15 10:58,21.73,20.7,482.75,849.75,0.003323243,1
7695,10-02-15 2:05,20.29,32.9,0,461,0.004846247,0
981,05-02-15 10:11,22.1,26.6,449.5,1045.5,0.004375336,1
7989,10-02-15 6:59,20.29,33.09,0,449,0.004874453,0
917,05-02-15 9:07,21.6,24.55,484.5,811,0.003913817,1
3159,06-02-15 22:28,20,18.84,0,442,0.002716562,0
3026,06-02-15 20:16,20.39,19.1,0,463,0.002821768,0
7917,10-02-15 5:47,20.1,33,0,443.5,0.004803862,0
6475,09-02-15 5:44,19.39,26.84,0,461,0.003732311,0
8126,10-02-15 9:16,20.89,35.32,433,669.5,0.005403613,1
34,04-02-15 18:23,22.66666667,27.42666667,0,664.5,0.004671708,0
1361,05-02-15 16:31,22.39,26.42666667,444,1068.666667,0.004424603,1
5219,08-02-15 8:49,19.2,31.125,14,439,0.004281008,0
1640,05-02-15 21:10,20.89,19.89,0,467,0.003031469,0
6914,09-02-15 13:04,21.5,33.3725,469.25,1267.5,0.005299562,1
3731,07-02-15 8:00,19.6,19.39,0,449,0.002727386,0
6081,08-02-15 23:10,19.5,27.7,0,450.5,0.003879261,0
1172,05-02-15 13:21,22.39,26.1,33.5,931.75,0.004369525,0
